Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","001","World","2003","2003","23014","Food price inflation","7007","July","%","2.640979","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2003","2003","23014","Food price inflation","7008","August","%","2.819166","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2003","2003","23014","Food price inflation","7009","September","%","3.113841","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2003","2003","23014","Food price inflation","7010","October","%","3.617004","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2003","2003","23014","Food price inflation","7011","November","%","3.675042","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2003","2003","23014","Food price inflation","7012","December","%","3.867004","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7001","January","%","3.730707","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7002","February","%","3.346273","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7003","March","%","3.397815","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7004","April","%","3.402147","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7005","May","%","3.913508","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7006","June","%","4.023526","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7007","July","%","4.167208","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7008","August","%","3.897951","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7009","September","%","3.346576","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7010","October","%","3.415514","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7011","November","%","3.121411","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2004","2004","23014","Food price inflation","7012","December","%","2.626773","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7001","January","%","2.380683","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7002","February","%","2.765236","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7003","March","%","2.662724","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7004","April","%","2.74136","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7005","May","%","2.332895","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7006","June","%","1.777631","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7007","July","%","1.931756","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7008","August","%","1.808308","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7009","September","%","2.018925","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7010","October","%","1.67721","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7011","November","%","1.649921","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2005","2005","23014","Food price inflation","7012","December","%","1.994892","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7001","January","%","2.668682","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7002","February","%","2.246658","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7003","March","%","1.892704","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7004","April","%","1.749292","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7005","May","%","1.953435","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7006","June","%","2.540661","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7007","July","%","2.568614","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7008","August","%","3.118314","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7009","September","%","3.335434","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7010","October","%","3.229816","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7011","November","%","3.182852","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2006","2006","23014","Food price inflation","7012","December","%","3.279002","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7001","January","%","3.121529","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7002","February","%","3.619862","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7003","March","%","4.005267","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7004","April","%","4.275954","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7005","May","%","4.2594","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7006","June","%","4.543208","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7007","July","%","4.891701","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7008","August","%","5.125575","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7009","September","%","5.285838","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7010","October","%","5.933484","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7011","November","%","6.405178","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2007","2007","23014","Food price inflation","7012","December","%","6.639775","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7001","January","%","6.985189","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7002","February","%","7.494184","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7003","March","%","7.600076","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7004","April","%","8.262942","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7005","May","%","8.553931","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7006","June","%","8.784504","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7007","July","%","9.195375","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7008","August","%","8.834728","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7009","September","%","8.500853","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7010","October","%","8.085645","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7011","November","%","7.525086","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2008","2008","23014","Food price inflation","7012","December","%","6.940797","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7001","January","%","6.315939","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7002","February","%","5.119012","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7003","March","%","4.718427","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7004","April","%","3.536679","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7005","May","%","2.852394","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7006","June","%","2.005462","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7007","July","%","1.072742","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7008","August","%","0.767796","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7009","September","%","0.374819","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7010","October","%","0.024121","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7011","November","%","0.122524","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2009","2009","23014","Food price inflation","7012","December","%","0.459206","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7001","January","%","0.73071","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7002","February","%","1.308719","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7003","March","%","1.609401","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7004","April","%","2.057211","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7005","May","%","2.015865","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7006","June","%","2.06694","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7007","July","%","2.469914","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7008","August","%","2.798304","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7009","September","%","3.498782","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7010","October","%","3.97516","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7011","November","%","4.36017","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2010","2010","23014","Food price inflation","7012","December","%","4.280254","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7001","January","%","4.510226","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7002","February","%","4.77199","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7003","March","%","4.934702","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7004","April","%","4.926922","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7005","May","%","5.450567","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7006","June","%","5.889135","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7007","July","%","6.164461","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7008","August","%","6.160424","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7009","September","%","5.952383","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7010","October","%","5.689856","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7011","November","%","5.222795","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2011","2011","23014","Food price inflation","7012","December","%","5.24958","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7001","January","%","5.149736","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7002","February","%","4.487293","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7003","March","%","4.354738","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7004","April","%","4.071049","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7005","May","%","3.715313","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7006","June","%","3.46204","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7007","July","%","3.092116","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7008","August","%","3.037367","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7009","September","%","2.854629","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7010","October","%","2.944333","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7011","November","%","3.125394","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2012","2012","23014","Food price inflation","7012","December","%","3.296488","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7001","January","%","3.186033","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7002","February","%","3.402829","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7003","March","%","2.96242","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7004","April","%","3.294605","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7005","May","%","3.16534","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7006","June","%","3.428459","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7007","July","%","3.553226","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7008","August","%","3.464348","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7009","September","%","3.405201","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7010","October","%","3.246754","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7011","November","%","3.174078","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2013","2013","23014","Food price inflation","7012","December","%","2.804774","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7001","January","%","2.750036","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7002","February","%","2.693951","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7003","March","%","2.950323","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7004","April","%","2.921684","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7005","May","%","3.269826","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7006","June","%","3.013936","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7007","July","%","3.057133","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7008","August","%","3.109635","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7009","September","%","3.297303","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7010","October","%","3.230404","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7011","November","%","3.037447","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2014","2014","23014","Food price inflation","7012","December","%","3.268317","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7001","January","%","3.097653","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7002","February","%","3.185853","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7003","March","%","2.90644","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7004","April","%","2.751438","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7005","May","%","2.605355","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7006","June","%","2.630533","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7007","July","%","2.470567","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7008","August","%","2.602684","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7009","September","%","2.532118","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7010","October","%","2.613522","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7011","November","%","2.49148","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2015","2015","23014","Food price inflation","7012","December","%","2.211941","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7001","January","%","2.246593","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7002","February","%","2.513982","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7003","March","%","2.387764","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7004","April","%","2.350005","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7005","May","%","2.028746","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7006","June","%","1.906122","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7007","July","%","2.006314","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7008","August","%","1.616957","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7009","September","%","1.489562","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7010","October","%","1.484086","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7011","November","%","1.702073","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2016","2016","23014","Food price inflation","7012","December","%","1.64152","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7001","January","%","1.790371","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7002","February","%","1.45123","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7003","March","%","1.707777","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7004","April","%","1.840919","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7005","May","%","2.206475","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7006","June","%","2.168999","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7007","July","%","2.201042","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7008","August","%","2.344963","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7009","September","%","2.348165","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7010","October","%","2.406716","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7011","November","%","2.433071","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2017","2017","23014","Food price inflation","7012","December","%","2.694685","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7001","January","%","2.680477","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7002","February","%","2.577581","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7003","March","%","2.328053","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7004","April","%","2.169441","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7005","May","%","2.016085","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7006","June","%","2.409184","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7007","July","%","2.505976","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7008","August","%","2.856798","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7009","September","%","3.323738","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7010","October","%","3.386554","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7011","November","%","3.211486","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2018","2018","23014","Food price inflation","7012","December","%","3.116651","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7001","January","%","3.193377","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7002","February","%","3.600332","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7003","March","%","4.201647","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7004","April","%","4.379195","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7005","May","%","4.690921","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7006","June","%","4.438435","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7007","July","%","4.397755","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7008","August","%","4.306734","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7009","September","%","4.138784","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7010","October","%","4.552324","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7011","November","%","5.159004","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2019","2019","23014","Food price inflation","7012","December","%","5.35056","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7001","January","%","5.799245","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7002","February","%","5.945878","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7003","March","%","5.738133","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7004","April","%","6.916622","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7005","May","%","6.657066","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7006","June","%","6.894344","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7007","July","%","6.70889","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7008","August","%","6.537884","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7009","September","%","6.300721","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7010","October","%","6.213763","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7011","November","%","5.80085","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2020","2020","23014","Food price inflation","7012","December","%","5.752528","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2021","2021","23014","Food price inflation","7001","January","%","5.647924","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2021","2021","23014","Food price inflation","7002","February","%","5.617446","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2021","2021","23014","Food price inflation","7003","March","%","5.644943","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2021","2021","23014","Food price inflation","7004","April","%","4.955261","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2021","2021","23014","Food price inflation","7005","May","%","5.367603","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2021","2021","23014","Food price inflation","7006","June","%","5.661642","E","Estimated value",""
"CP","Consumer Price Indices","001","World","2021","2021","23014","Food price inflation","7007","July","%","6.516088","E","Estimated value",""
